,src,dst,ts,label,idx
275,22056,22073,55.0,0.0,1639
274,22053,22073,55.0,0.0,1636
273,22052,22073,55.0,0.0,1635
271,22047,22073,55.0,0.0,1630
272,22049,22073,55.0,0.0,1632
268,3241,3175,55.0,0.0,1624
270,3243,3175,55.0,0.0,1629
128,22051,22073,55.0,0.0,1634
281,25771,9823,56.0,0.0,1671
22412,38006,9823,56.0,0.0,1668
280,25770,9823,56.0,0.0,1667
22413,38007,9823,56.0,0.0,1669
22411,38005,9823,56.0,0.0,1665
22410,38004,9823,56.0,0.0,1664
278,22059,22073,56.0,0.0,1656
279,22061,22073,56.0,0.0,1659
283,25776,9823,56.0,0.0,1678
282,25775,9823,56.0,0.0,1676
293,22066,22073,57.0,0.0,1716
291,22064,22073,57.0,0.0,1714
294,22067,22073,57.0,0.0,1717
286,3249,3175,57.0,0.0,1696
288,5854,5853,57.0,0.0,1705
289,12009,35716,57.0,0.0,1710
292,22065,22073,57.0,0.0,1715
285,3248,3175,57.0,0.0,1695
42,3208,3175,57.0,0.0,1693
22415,36635,17059,57.0,0.0,1713
162,5856,5853,57.0,0.0,1709
297,22070,22073,58.0,0.0,1743
22422,38423,30630,58.0,0.0,1757
22421,33530,3175,58.0,0.0,1728
22420,33529,3175,58.0,0.0,1726
22418,33527,3175,58.0,0.0,1724
299,30629,30630,58.0,0.0,1756
22419,33528,3175,58.0,0.0,1725
22416,33525,3175,58.0,0.0,1721
22417,33526,3175,58.0,0.0,1722
296,22069,22073,58.0,0.0,1742
306,22072,22073,59.0,0.0,1796
305,17155,17059,59.0,0.0,1795
303,17153,17059,59.0,0.0,1793
301,3251,3175,59.0,0.0,1760
304,17154,17059,59.0,0.0,1794
22430,38008,9823,59.0,0.0,1799
160,3655,9823,59.0,0.0,1803
22429,13515,9823,59.0,0.0,1798
22423,33531,3175,59.0,0.0,1765
287,5853,9823,59.0,0.0,1770
308,22073,37313,60.0,0.0,1897
22441,37313,22073,60.0,0.0,1897
22440,35810,12159,60.0,0.0,1896
309,17156,17059,61.0,0.0,1920
295,12159,32315,61.0,0.0,1911
22446,35812,12159,61.0,0.0,1919
22443,33534,3175,61.0,0.0,1905
22445,33536,3175,61.0,0.0,1907
22442,33533,3175,61.0,0.0,1904
22444,33535,3175,61.0,0.0,1906
290,12158,12159,61.0,0.0,1910
310,3252,3175,62.0,0.0,1922
246,17149,17059,63.0,0.0,1931
22455,33549,3175,64.0,0.0,1952
22456,33550,3175,64.0,0.0,1953
22457,33551,3175,64.0,0.0,1954
22447,33537,3175,64.0,0.0,1934
22453,33547,3175,64.0,0.0,1946
22448,33539,3175,64.0,0.0,1936
22451,33542,3175,64.0,0.0,1941
22454,33548,3175,64.0,0.0,1951
22452,33544,3175,64.0,0.0,1943
22450,33541,3175,64.0,0.0,1939
22449,33540,3175,64.0,0.0,1938
311,17160,17059,65.0,0.0,1959
22459,33555,3175,66.0,0.0,1964
22458,33554,3175,66.0,0.0,1963
22460,33556,3175,67.0,0.0,1972
103,119,120,67.0,0.0,1971
51,5760,5762,67.0,0.0,1974
319,17514,9144,68.0,0.0,1991
318,17513,9144,68.0,0.0,1990
317,17512,9144,68.0,0.0,1988
320,17515,9144,68.0,0.0,1993
316,17511,9144,68.0,0.0,1986
321,17516,9144,68.0,0.0,1994
313,17507,9144,68.0,0.0,1981
314,17508,9144,68.0,0.0,1982
312,11763,11777,68.0,0.0,1978
322,17517,9144,68.0,0.0,1996
315,17510,9144,68.0,0.0,1984
22461,33557,3175,69.0,0.0,1998
22463,33560,3175,69.0,0.0,2002
22464,33561,3175,69.0,0.0,2003
22465,33562,3175,69.0,0.0,2004
22466,33563,3175,69.0,0.0,2005
22467,33564,3175,69.0,0.0,2006
331,17530,9144,69.0,0.0,2021
332,17532,9144,69.0,0.0,2023
334,17536,9144,69.0,0.0,2027
326,17523,9144,69.0,0.0,2011
325,17522,9144,69.0,0.0,2010
324,17521,9144,69.0,0.0,2009
327,17524,9144,69.0,0.0,2012
323,17520,9144,69.0,0.0,2008
329,17527,9144,69.0,0.0,2018
330,17528,9144,69.0,0.0,2019
333,17533,9144,69.0,0.0,2024
340,17542,9144,69.0,0.0,2035
335,17537,9144,69.0,0.0,2028
336,17538,9144,69.0,0.0,2029
339,17541,9144,69.0,0.0,2034
338,17540,9144,69.0,0.0,2033
343,8927,35007,70.0,0.0,2060
22476,33575,3175,70.0,0.0,2058
22475,33574,3175,70.0,0.0,2057
22474,33573,3175,70.0,0.0,2056
22473,33572,3175,70.0,0.0,2051
22472,33570,3175,70.0,0.0,2048
342,8926,8927,70.0,0.0,2059
22470,33568,3175,70.0,0.0,2045
22469,33566,3175,70.0,0.0,2043
22471,33569,3175,70.0,0.0,2046
341,3255,3175,70.0,0.0,2039
22468,33565,3175,70.0,0.0,2042
344,11764,11777,71.0,0.0,2069
22479,33578,3175,71.0,0.0,2068
22478,33577,3175,71.0,0.0,2067
22477,33576,3175,71.0,0.0,2066
22487,33585,3175,72.0,0.0,2159
22485,33583,3175,72.0,0.0,2156
22484,33582,3175,72.0,0.0,2154
22483,33580,3175,72.0,0.0,2148
22482,33579,3175,72.0,0.0,2146
356,17375,17374,72.0,0.0,2164
349,670,666,72.0,0.0,2081
351,1389,1388,72.0,0.0,2095
353,3259,3175,72.0,0.0,2151
354,3261,3175,72.0,0.0,2155
337,667,666,72.0,0.0,2078
22488,33586,3175,72.0,0.0,2161
348,668,666,72.0,0.0,2079
355,3262,3175,72.0,0.0,2158
22486,33584,3175,72.0,0.0,2157
367,682,666,73.0,0.0,2184
357,671,666,73.0,0.0,2168
358,672,666,73.0,0.0,2169
359,673,666,73.0,0.0,2170
